id,zip_code,city,state_code,state_name,Housing Affordability,Housing Affordability,Housing Affordability,Housing Affordability,Quality of Life,Quality of Life,Quality of Life,Quality of Life,Quality of Life,Quality of Life,Quality of Life,Job Market Strength,Job Market Strength,Job Market Strength,Job Market Strength,Living Affordability,Living Affordability,Living Affordability,Living Affordability,Living Affordability
15609,18925,Furlong,PA,Pennsylvania,,,,,,,,,,,,,,,,,,,,
15610,18932,Line Lexington,PA,Pennsylvania,,,,,,,,,,,,,,,,,,,,
15611,19031,Flourtown,PA,Pennsylvania,$538.4 K,1.45%,5.8%,$219.77,97,100,64,71,74,39,28,2.4%,1.89%,63,$139.36 K,3.1%,41,63,6%,65
15612,19047,Langhorne,PA,Pennsylvania,$555.9 K,1.3%,5.8%,$273.84,87,89,63,69,46,74,55,2.6%,1.89%,69,$83.13 K,3.1%,41,61,6%,70
15613,19113,Philadelphia,PA,Pennsylvania,$207.9 K,0.86%,-1.5%,$122.82,98,92,70,62,76,66,61,3.9%,1.22%,57,$57.54 K,3.1%,42,51,8%,97
15614,19330,Cochranville,PA,Pennsylvania,$414.6 K,1.4%,6.2%,$182.19,75,95,62,74,47,22,12,2.2%,1.91%,61,$92.29 K,3.1%,41,55,6%,59
15615,19362,Nottingham,PA,Pennsylvania,$545.2 K,1.75%,8.1%,$234.68,88,74,56,87,54,18,10,1.9%,0.11%,87,$96.05 K,0%,48,62,0%,65
15616,19525,Gilbertsville,PA,Pennsylvania,$421.6 K,1.42%,3.5%,$187.06,88,100,66,76,49,36,26,2.4%,1.89%,82,$115.04 K,3.1%,40,54,6%,65
15617,19565,Wernersville,PA,Pennsylvania,$325.3 K,1.82%,5.5%,$172.93,68,66,63,69,53,25,16,3.1%,0.57%,69,$63.24 K,3.1%,38,52,6%,56
15618,19713,Newark,DE,Delaware,$427.8 K,2.28%,6.6%,$175.28,70,91,68,62,60,23,10,6.9%,0.73%,44,$46.46 K,5.5%,46,54,6.62%,97
15619,19720,New Castle,DE,Delaware,$135.5 K,1.48%,2.2%,$90.94,56,55,57,79,68,53,51,3.4%,0.03%,36,$39.95 K,3.1%,34,38,6%,37
15620,19733,Saint Georges,DE,Delaware,,,,,,,,,,,,,,,,,,,,
15621,19962,Magnolia,DE,Delaware,$139.9 K,0.59%,-2.8%,$78.97,64,49,62,75,64,39,25,3.8%,-1.54%,29,$43 K,4.9%,32,24,10.38%,27
15622,20117,Middleburg,VA,Virginia,$235.5 K,1.98%,5.4%,$131.5,84,100,68,61,56,84,70,2.9%,2.45%,47,$74.11 K,3.2%,34,39,8%,49
15623,20186,Warrenton,VA,Virginia,$594.9 K,0.66%,3.7%,$241.21,88,55,66,86,40,51,43,2.5%,3.07%,79,$83.74 K,5.8%,35,64,5.3%,84
15624,20197,Waterford,VA,Virginia,$241.8 K,1.17%,3.5%,$116.85,80,97,60,76,49,47,34,3.4%,2%,54,$73.09 K,4.2%,36,33,6%,79
15625,20202,Washington,DC,District of Columbia,$625.9 K,0.56%,-1.7%,$337.75,97,88,71,57,66,83,92,4.8%,1.22%,65,$101.72 K,8.5%,41,70,6%,92
15626,20240,Washington,DC,District of Columbia,$625.9 K,0.56%,-1.7%,$337.75,97,88,71,57,66,83,92,4.8%,1.22%,65,$101.72 K,8.5%,41,70,6%,92
15627,20319,Washington,DC,District of Columbia,$625.9 K,0.56%,-1.7%,$337.75,97,88,71,57,66,83,92,4.8%,1.22%,65,$101.72 K,8.5%,41,70,6%,92
15628,20540,Washington,DC,District of Columbia,$625.9 K,0.56%,-1.7%,$337.75,97,88,71,57,66,83,92,4.8%,1.22%,65,$101.72 K,8.5%,41,70,6%,92
15629,20621,Chaptico,MD,Maryland,,,,,,,,,,,,,,,,,,,,
15630,20637,Hughesville,MD,Maryland,$522.7 K,0.98%,1.2%,$193.7,75,53,66,84,73,26,20,1.8%,1.32%,70,$128.85 K,4.8%,41,64,6%,78
15631,20667,Park Hall,MD,Maryland,,,,,,,,,,,,,,,,,,,,
15632,20721,Bowie,MD,Maryland,$478.8 K,1.22%,2.7%,$203.83,89,77,64,73,47,42,36,1.7%,1.44%,67,$138.8 K,4.8%,43,63,6%,90
15633,20860,Sandy Spring,MD,Maryland,$628.4 K,0.96%,4.9%,$181.81,97,98,71,57,53,66,55,2.5%,1.24%,82,$93.3 K,5.8%,40,53,7.75%,71
15634,20905,Silver Spring,MD,Maryland,$530.4 K,0.84%,2.5%,$300.48,96,100,67,65,65,72,58,1.5%,1.99%,80,$95.21 K,4.8%,40,73,6%,93
15635,21010,Gunpowder,MD,Maryland,,,,,,,,,,,,,,,,,,,,
15636,21017,Belcamp,MD,Maryland,,,,,,,,,,,,,,,,,,,,
15637,21051,Fork,MD,Maryland,$447.3 K,2.04%,5.3%,$192.81,85,84,61,70,58,35,27,3.1%,0.88%,84,$112.07 K,3.1%,36,56,6%,63
15638,21078,Havre De Grace,MD,Maryland,$377.5 K,1.15%,4.1%,$191.38,87,59,69,74,57,45,52,1.7%,1.9%,89,$95.03 K,4.8%,39,48,6%,63
15639,21160,Whiteford,MD,Maryland,$324.5 K,1.12%,5.3%,$156.81,62,54,58,83,48,23,15,3.7%,2.37%,59,$87.66 K,4.2%,40,36,6%,60
15640,21522,Bittinger,MD,Maryland,,,,,,,,,,,,,,,,,,,,
15641,21672,Toddville,MD,Maryland,,,,,,,,,,,,,,,,,,,,
15642,21756,Keedysville,MD,Maryland,$412.7 K,0.92%,4.4%,$209.25,66,51,61,79,57,22,17,2%,0.23%,74,$136.67 K,4.8%,33,62,6%,68
15643,21824,Ewell,MD,Maryland,,,,,,,,,,,,,,,,,,,,
15644,21861,Sharptown,MD,Maryland,$189.7 K,0.9%,7.4%,$123.81,56,53,66,86,55,22,11,2.1%,5.32%,73,$81.25 K,4.8%,42,50,6%,55
15645,21902,Perry Point,MD,Maryland,,,,,,,,,,,,,,,,,,,,
15646,21914,Charlestown,MD,Maryland,$180.3 K,0.75%,4.6%,$82.69,45,49,62,70,47,25,16,3.2%,-0.31%,61,$69.01 K,3.2%,37,34,7%,55
15647,22302,Alexandria,VA,Virginia,$617.9 K,1%,4.1%,$304.19,98,77,72,69,63,67,60,2.4%,3.6%,66,$113.18 K,5.8%,34,73,6%,83
15648,22508,Locust Grove,VA,Virginia,$321.8 K,1.05%,-0.1%,$135.04,66,58,63,67,38,43,28,3.4%,1.22%,93,$67.14 K,5.8%,36,37,8%,79
15649,22611,Berryville,VA,Virginia,$205.2 K,0.58%,4.8%,$130.08,63,46,63,82,62,31,22,2.7%,1.2%,56,$43.39 K,4.9%,35,32,9%,32
15650,22729,Mitchells,VA,Virginia,,,,,,,,,,,,,,,,,,,,
15651,22735,Reva,VA,Virginia,,,,,,,,,,,,,,,,,,,,
15652,22815,Broadway,VA,Virginia,$296.1 K,0.57%,8.8%,$185.73,62,52,61,89,61,27,16,2.5%,2.74%,84,$62.12 K,5.8%,34,39,5.3%,37
15653,22937,Esmont,VA,Virginia,$258.8 K,0.74%,7.8%,$169.54,65,76,72,86,65,19,10,2.6%,3.23%,63,$53.05 K,5.8%,36,34,5.3%,41
15654,22958,Nellysford,VA,Virginia,$579.7 K,0.64%,6.1%,$250.67,90,39,60,86,53,22,13,2.6%,2.51%,84,$126.25 K,5.8%,39,54,5.3%,53
15655,23085,King And Queen Court House,VA,Virginia,$260.7 K,0.57%,3.2%,$157.16,41,33,62,82,59,18,10,3%,4.1%,40,$70.15 K,5.8%,38,36,5.3%,49
15656,23124,New Kent,VA,Virginia,$367.7 K,0.68%,3.6%,$171.35,66,44,61,79,54,20,14,2.6%,4.01%,92,$161.57 K,5.8%,40,42,6%,55
15657,23185,Williamsburg,VA,Virginia,$421.2 K,0.61%,5.9%,$180.3,97,34,70,80,70,95,96,4.1%,3.38%,78,$66.82 K,5.8%,35,48,7%,34
15658,23314,Carrollton,VA,Virginia,$392.4 K,1.62%,2.2%,$170.43,89,95,69,63,60,85,68,3%,2.01%,84,$95.38 K,0%,35,45,8.25%,51
15659,23321,Chesapeake,VA,Virginia,$353.7 K,0.84%,4.4%,$156.89,80,56,71,78,50,64,51,3%,3.4%,77,$92.7 K,5.8%,34,46,6%,56
15660,23322,Chesapeake,VA,Virginia,$353.7 K,0.84%,4.4%,$156.89,80,56,71,78,50,64,51,3%,3.4%,77,$92.7 K,5.8%,34,46,6%,56
15661,23410,Melfa,VA,Virginia,$213.8 K,0.51%,6.8%,$121.2,41,49,69,84,60,22,11,3.4%,1.83%,48,$28.67 K,5.8%,37,37,5.3%,32
15662,23413,Nassawadox,VA,Virginia,$125 K,0.6%,4.4%,$67.81,63,31,71,81,63,21,12,3.6%,1.61%,26,$47.22 K,5.8%,35,35,6.3%,31
15663,23426,Sanford,VA,Virginia,$333.5 K,0.67%,3.9%,$173.61,73,70,69,74,52,87,84,3.6%,2.35%,84,$59.18 K,0%,36,42,7%,70
15664,23453,Virginia Beach,VA,Virginia,$370.8 K,0.82%,6.5%,$177.76,84,72,73,82,52,87,74,2.9%,3.35%,71,$87.54 K,5.8%,35,45,6%,55
15665,23511,Norfolk,VA,Virginia,$287 K,1.02%,6.6%,$164.81,79,58,73,82,62,42,34,3.4%,3.46%,48,$61 K,5.8%,34,40,6%,46
15666,23523,Norfolk,VA,Virginia,$287 K,1.02%,6.6%,$164.81,79,58,73,82,62,42,34,3.4%,3.46%,48,$61 K,5.8%,34,40,6%,46
15667,23601,Newport News,VA,Virginia,$262.2 K,1.06%,6.4%,$160.32,67,59,71,76,55,51,38,3.4%,3.46%,58,$63.36 K,5.8%,35,37,6%,55
15668,23651,Fort Monroe,VA,Virginia,,,,,,,,,,,,,,,,,,,,
15669,23665,Hampton,VA,Virginia,$258.3 K,0.98%,7%,$161.06,69,52,74,84,60,56,47,3.7%,3.42%,52,$64.43 K,5.8%,34,36,6%,41
15670,23693,Yorktown,VA,Virginia,$727.8 K,1.62%,5.1%,$284.51,94,100,64,71,59,50,35,3.1%,1.85%,62,$152.92 K,5.5%,70,60,8.38%,74
15671,23703,Portsmouth,VA,Virginia,$236.8 K,1.11%,6.1%,$149.01,58,39,71,82,51,37,30,3.7%,3.43%,46,$57.15 K,5.8%,36,38,6%,57
15672,23704,Portsmouth,VA,Virginia,$236.8 K,1.11%,6.1%,$149.01,58,39,71,82,51,37,30,3.7%,3.43%,46,$57.15 K,5.8%,36,38,6%,57
15673,23838,Chesterfield,VA,Virginia,$509.2 K,1.24%,5.4%,$165.73,97,93,65,64,54,81,66,2.5%,1.17%,57,$137.05 K,5%,32,52,9.99%,49
15674,23847,Emporia,VA,Virginia,$146.2 K,1.59%,3.2%,$108.64,73,52,61,72,67,60,60,1.8%,0.78%,35,$49.66 K,5.7%,43,30,10.5%,28
15675,23920,Brodnax,VA,Virginia,$123.5 K,0.53%,-1.6%,$83.23,37,31,64,78,65,20,10,4.5%,3.2%,32,$76.61 K,5.8%,39,34,5.3%,41
15676,23927,Clarksville,VA,Virginia,$296.5 K,0.72%,2%,$159.02,73,53,65,78,62,72,55,4.1%,1.99%,85,$62.69 K,0%,35,36,9.5%,46
15677,24072,Check,VA,Virginia,,,,,,,,,,,,,,,,,,,,
15678,24368,Rural Retreat,VA,Virginia,$194.8 K,0.57%,8.7%,$118,65,52,59,88,62,23,13,3.2%,2.27%,48,$56.04 K,5.8%,34,38,5.3%,34
15679,24374,Speedwell,VA,Virginia,$199.1 K,1.09%,-12.3%,$79.47,73,55,50,92,60,14,10,1.7%,2.9%,42,$250 K,2%,28,28,5%,31
15680,24473,Rockbridge Baths,VA,Virginia,,,,,,,,,,,,,,,,,,,,
15681,24477,Stuarts Draft,VA,Virginia,$319.3 K,0.5%,1.3%,$190.9,57,67,63,83,68,34,23,2.5%,2%,62,$75.1 K,5.8%,34,39,5.3%,32
15682,24726,Herndon,WV,West Virginia,$636.3 K,1.14%,4.1%,$275.14,95,93,64,71,46,69,52,2.5%,3.53%,74,$133.4 K,5.8%,37,70,6%,77
15683,24815,Berwind,WV,West Virginia,$44.8 K,0.56%,-11.7%,$38.64,21,28,62,81,57,21,10,5.9%,-0.55%,40,$26.38 K,6.5%,25,23,6%,44
15684,24853,Kimball,WV,West Virginia,$217.3 K,0.98%,3.7%,$144.99,47,71,62,77,57,27,22,4%,2.04%,44,$61.57 K,4.2%,33,31,6%,69
15685,24873,Paynesville,WV,West Virginia,$211.2 K,0.98%,6.9%,$120.84,71,88,53,91,55,29,21,1.8%,-0.18%,81,$67.77 K,6.8%,37,40,7.38%,43
15686,24880,Rock View,WV,West Virginia,,,,,,,,,,,,,,,,,,,,
15687,24962,Pence Springs,WV,West Virginia,,,,,,,,,,,,,,,,,,,,
15688,25025,Blount,WV,West Virginia,$256.8 K,0.67%,12.1%,$147.71,77,56,63,80,59,29,17,3.6%,1.74%,47,$63.49 K,0%,32,36,9.5%,40
15689,25090,Glen Ferris,WV,West Virginia,$91.7 K,0.66%,11.8%,$43.05,37,35,65,79,57,18,10,4.3%,1.9%,24,$50.09 K,6.5%,26,27,6%,49
15690,25248,Kenna,WV,West Virginia,$127.9 K,0.78%,7.9%,$85.35,50,50,59,87,62,20,10,3.3%,-0.13%,32,$59.75 K,3.2%,32,26,7%,49
15691,25270,Reedy,WV,West Virginia,$138.9 K,0.44%,0.5%,$90.61,57,30,61,86,57,20,10,5.4%,-1.89%,18,$34.06 K,6.5%,28,38,6%,50
15692,25559,Salt Rock,WV,West Virginia,$153.5 K,1.04%,6.5%,$77.61,51,48,57,78,60,21,18,3.1%,0.86%,48,$55.11 K,3.2%,36,33,7.25%,33
15693,25621,Gilbert,WV,West Virginia,$568.2 K,0.51%,-0.2%,$241.06,87,99,76,41,39,56,41,2.8%,1.64%,88,$115.18 K,2.5%,35,45,7.8%,76
15694,25666,Breeden,WV,West Virginia,,,,,,,,,,,,,,,,,,,,
15695,25862,Lansing,WV,West Virginia,$146.4 K,2.2%,6.9%,$126.35,77,62,61,77,61,51,40,4.5%,1.55%,44,$50.75 K,4.2%,34,26,6%,51
15696,26037,Follansbee,WV,West Virginia,$111.3 K,0.56%,2.6%,$75.77,57,38,62,71,53,30,21,4.6%,1.12%,34,$47.39 K,6.5%,27,37,7%,52
15697,26206,Cowen,WV,West Virginia,$65.8 K,0.36%,-4.7%,$55.06,40,34,67,90,63,21,11,4.7%,-8.92%,16,$35.27 K,6.5%,24,34,6%,47
15698,26234,Rock Cave,WV,West Virginia,,,,,,,,,,,,,,,,,,,,
15699,26257,Coalton,WV,West Virginia,$67.3 K,1.01%,3.9%,$62.13,57,31,61,77,58,23,13,3.9%,1.74%,34,$42.97 K,3.2%,41,36,7.25%,37
15700,26259,Dailey,WV,West Virginia,$267.6 K,1.06%,2.8%,$91.29,50,60,49,94,40,22,22,3.2%,0.19%,61,$51.25 K,6.8%,36,39,8.38%,70
15701,26366,Haywood,WV,West Virginia,$56.3 K,0.67%,-3.4%,$26.82,42,45,64,82,65,21,12,2.8%,0.72%,49,$31.04 K,5%,35,30,7.72%,33
15702,26408,Mount Clare,WV,West Virginia,$97.9 K,1.59%,3.5%,$43.82,66,55,63,86,54,22,15,3.7%,0.46%,30,$48.75 K,5%,36,25,7.25%,54
15703,26422,Reynoldsville,WV,West Virginia,$98.4 K,1.4%,-0.3%,$104.64,44,65,57,81,55,24,14,3.4%,0.27%,49,$43.8 K,3.1%,34,35,6%,37
15704,26430,Sand Fork,WV,West Virginia,$127.7 K,0.51%,3.5%,$92.07,60,32,62,82,54,21,12,4.4%,-5.02%,52,$51.15 K,6.5%,30,43,6%,49
15705,26617,Dille,WV,West Virginia,$114 K,1.71%,-16%,$35.61,20,51,68,78,63,24,13,2.9%,2.66%,86,$59.04 K,0%,37,22,8.25%,30
15706,27019,Germanton,NC,North Carolina,$246.9 K,0.89%,6.8%,$150.71,50,62,69,72,58,21,13,3.3%,1.82%,83,$72.62 K,4.8%,33,35,7%,39
15707,27045,Rural Hall,NC,North Carolina,$241.4 K,0.81%,2.8%,$142.34,61,61,69,79,57,28,17,3.3%,1.82%,79,$56.04 K,4.8%,34,34,7%,38
15708,27055,Yadkinville,NC,North Carolina,$234.6 K,0.75%,4.7%,$149.38,54,41,66,78,63,34,19,3%,1.77%,53,$41.15 K,4.8%,36,37,6.75%,39
15709,27229,Candor,NC,North Carolina,$210.9 K,2.79%,4.3%,$128.87,60,45,54,84,58,21,18,3.3%,1.1%,49,$51.8 K,5.5%,35,42,8%,51
15710,27315,Providence,NC,North Carolina,$374.5 K,1.46%,8.7%,$221.88,76,89,65,70,57,23,10,4%,0.79%,63,$61.37 K,3.8%,47,54,7%,67
15711,27326,Ruffin,NC,North Carolina,$178.2 K,0.84%,1.7%,$120.57,35,49,68,77,59,19,11,3.7%,1.32%,40,$50.74 K,4.8%,35,31,7%,45
15712,27572,Rougemont,NC,North Carolina,$313.5 K,0.93%,5.7%,$157.2,89,68,63,76,52,21,12,3%,3.12%,91,$74.93 K,4.8%,37,41,7.5%,47
15713,27605,Raleigh,NC,North Carolina,$421.2 K,0.8%,1.6%,$180.43,95,81,70,70,58,69,57,3.2%,2.7%,87,$78.63 K,4.8%,36,46,7.25%,50
15714,27845,Jackson,NC,North Carolina,$287.4 K,0.8%,-2.4%,$164.06,89,70,71,67,58,66,55,3.1%,3.76%,82,$64.14 K,0%,37,43,7.5%,61
15715,27861,Parmele,NC,North Carolina,$43.4 K,2.48%,-2.9%,$20.27,17,25,55,87,58,18,10,3.3%,1.03%,50,$26.25 K,0%,31,36,4.5%,36
15716,27892,Williamston,NC,North Carolina,$115.1 K,1.14%,0.6%,$99.91,46,43,68,87,61,35,22,4.6%,0.04%,16,$41.18 K,4.8%,37,33,7%,31
15717,27920,Buxton,NC,North Carolina,$422.5 K,1.08%,6.5%,$304.19,66,66,51,85,51,19,10,2.7%,2.6%,78,$76.36 K,6.8%,42,65,5.5%,51
15718,27936,Frisco,NC,North Carolina,$635.5 K,1.74%,1.8%,$200.02,97,97,71,76,59,99,90,3.2%,2%,93,$144.57 K,0%,36,55,8.25%,50
15719,27942,Harrellsville,NC,North Carolina,$149.6 K,1.02%,0.9%,$137.75,28,48,73,79,64,20,10,4.5%,-0.97%,25,$62.29 K,4.8%,35,28,7%,39
15720,27954,Manteo,NC,North Carolina,$493.5 K,0.57%,2.6%,$236.52,82,56,77,89,57,37,38,3.3%,7.82%,81,$78.07 K,4.8%,32,42,6.75%,33
15721,27965,Poplar Branch,NC,North Carolina,,,,,,,,,,,,,,,,,,,,
15722,27970,Roper,NC,North Carolina,$121.5 K,1.18%,-2.4%,$90.14,29,38,70,84,62,20,11,4.9%,-0.04%,28,$20.19 K,4.8%,36,34,6.75%,37
15723,28205,Charlotte,NC,North Carolina,$374.2 K,0.82%,1.8%,$172.43,92,95,68,62,56,66,50,3.3%,2.92%,87,$74.07 K,4.8%,36,42,7.25%,53
15724,28330,Cordova,NC,North Carolina,$360.2 K,0.86%,-12%,-,86,54,44,89,51,18,11,6.9%,20.41%,53,$79.53 K,0%,35,100,6%,29
15725,28343,Gibson,NC,North Carolina,$333.6 K,0.88%,-2.1%,$176.71,58,96,76,73,53,31,24,3%,2.64%,71,$73.17 K,0%,34,52,7.5%,71
15726,28360,Lumberton,NC,North Carolina,$149.2 K,1.02%,3.1%,$89.55,36,36,67,77,66,60,45,4.8%,-0.01%,42,$41.31 K,4.8%,38,30,7%,33
15727,28372,Pembroke,NC,North Carolina,$494.7 K,0.91%,7.7%,$263.06,81,100,69,72,40,58,41,2.8%,2.54%,80,$77.66 K,0%,34,62,7%,88
15728,28409,Wilmington,NC,North Carolina,$376.7 K,0.62%,6.1%,$185.26,89,66,73,84,62,87,78,3.3%,1.69%,85,$58.91 K,4.8%,33,43,7%,41
15729,28444,Harrells,NC,North Carolina,$136.6 K,0.84%,1.4%,$86.94,48,45,71,81,63,18,11,3.3%,0.97%,49,$67.25 K,4.8%,35,35,7%,39
15730,28452,Longwood,NC,North Carolina,$446.4 K,0.65%,4.2%,$188.72,81,69,69,77,51,82,61,2.9%,2.35%,91,$75.2 K,0%,35,47,7%,69
15731,28513,Ayden,NC,North Carolina,$198.5 K,1.02%,10%,$105.47,44,55,67,82,54,29,18,3.8%,1.74%,75,$53 K,4.8%,36,34,7%,42
15732,28532,Havelock,NC,North Carolina,$215 K,0.7%,11.6%,$164.22,67,50,73,81,67,40,32,3.4%,1.76%,33,$56.49 K,4.8%,33,36,6.75%,27
15733,28554,Maury,NC,North Carolina,$144.8 K,0.89%,1.5%,$97.31,30,40,69,86,61,27,16,2.8%,0.35%,53,$19.8 K,4.8%,35,32,7%,41
15734,28607,Boone,NC,North Carolina,$422 K,0.43%,6.4%,$202.69,94,63,61,86,73,84,64,2.8%,0.31%,85,$28.24 K,4.8%,32,41,7%,21
15735,28693,Warrensville,NC,North Carolina,$114 K,2.21%,5.9%,$88.42,62,95,66,63,72,66,50,2.9%,2.45%,46,$43.85 K,3.2%,33,32,8%,52
15736,28718,Cedar Mountain,NC,North Carolina,,,,,,,,,,,,,,,,,,,,
15737,28781,Topton,NC,North Carolina,$242.9 K,1.8%,7.6%,$158.24,70,75,60,73,49,25,14,3.1%,0.57%,68,$86.28 K,3.1%,38,47,6%,54
15738,29081,Ehrhardt,SC,South Carolina,$91.4 K,0.82%,2.1%,$28.47,44,20,68,76,63,20,11,5.6%,2.36%,31,$35.92 K,6.5%,45,30,8%,42
15739,29123,Pelion,SC,South Carolina,$119.3 K,0.55%,-8.2%,$79.88,63,68,66,79,55,21,13,2.4%,3.37%,77,$54.97 K,6.5%,43,32,8%,50
15740,29150,Sumter,SC,South Carolina,$174.4 K,0.63%,3.6%,$94.75,62,47,69,75,61,69,52,3.9%,3.91%,41,$48.9 K,6.5%,37,32,8%,43
15741,29370,Mountville,SC,South Carolina,$305.3 K,1.58%,8.1%,$192.97,69,72,61,65,58,26,16,2.3%,1.48%,74,$83.58 K,3.1%,38,53,6%,51
15742,29374,Pauline,SC,South Carolina,,,,,,,,,,,,,,,,,,,,
15743,29379,Union,SC,South Carolina,$1.24 M,0.78%,6%,$717.88,88,99,84,61,45,91,67,4.6%,-0.76%,63,$138.01 K,9.3%,34,68,10.75%,81
15744,29540,Darlington,SC,South Carolina,$133.3 K,0.45%,2.7%,$79.79,52,44,65,82,64,37,24,3.2%,4.46%,49,$33.75 K,6.5%,38,29,8%,41
15745,29541,Effingham,SC,South Carolina,$210.4 K,1.69%,0.1%,$134.23,63,67,62,81,68,54,41,2.9%,2.03%,51,$62.36 K,5%,35,36,7.5%,24
15746,29569,Loris,SC,South Carolina,$217.8 K,0.35%,3.1%,$136.32,61,65,66,82,58,32,19,3.3%,5.71%,89,$34.56 K,6.5%,38,32,8%,50
15747,29630,Central,SC,South Carolina,$475.6 K,2.04%,2.8%,$393.71,57,100,65,81,62,43,26,3.5%,1.88%,59,$100.46 K,5.5%,50,52,8.62%,65
15748,29686,Tamassee,SC,South Carolina,,,,,,,,,,,,,,,,,,,,
15749,29840,Mount Carmel,SC,South Carolina,$89.4 K,1.52%,-21.5%,$40.01,52,65,67,86,60,30,20,2.9%,0.71%,32,$44.72 K,5%,35,28,7.25%,30
15750,29843,Olar,SC,South Carolina,$81.8 K,0.82%,8.8%,$53.82,44,20,60,79,61,19,10,5.6%,2.36%,32,$39.38 K,6.5%,42,31,8%,38
15751,29904,Beaufort,SC,South Carolina,$384.2 K,0.5%,8.5%,$208.89,85,69,68,77,63,43,41,2.8%,4.58%,83,$60.37 K,6.5%,43,43,7%,29
15752,30016,Covington,GA,Georgia,$181.1 K,1.17%,9.4%,$132.19,67,46,62,65,62,51,50,3.9%,0.6%,62,$53.77 K,4.5%,30,37,6%,56
15753,30033,Decatur,GA,Georgia,$90.5 K,2.19%,11.3%,$71.45,60,60,60,80,66,50,42,5.9%,-0.77%,21,$49.04 K,5%,33,27,9.25%,33
15754,30038,Lithonia,GA,Georgia,$268.6 K,0.95%,-1.3%,$128.73,54,70,72,66,55,49,37,3.3%,1.26%,71,$45.43 K,5.8%,40,34,8%,90
15755,30088,Stone Mountain,GA,Georgia,$283.6 K,1.12%,-0.6%,$140.7,80,65,72,65,62,65,52,3.3%,1.26%,72,$44.95 K,5.8%,36,32,8%,87
15756,30170,Roopville,GA,Georgia,$222.2 K,0.68%,4%,$115.7,72,57,67,73,48,20,11,3.1%,1.18%,82,$73.59 K,5.8%,37,31,7%,72
15757,30222,Greenville,GA,Georgia,$238.5 K,1.01%,5.9%,$115.17,84,59,71,81,61,81,62,4.1%,1.74%,77,$47.49 K,4.8%,35,34,7%,38
15758,30303,Atlanta,GA,Georgia,$363.7 K,0.94%,0.5%,$172.85,94,88,71,56,51,71,71,3.9%,1.24%,77,$77.66 K,5.8%,39,42,8.9%,76
15759,30329,Atlanta,GA,Georgia,$363.7 K,0.94%,0.5%,$172.85,94,88,71,56,51,71,71,3.9%,1.24%,77,$77.66 K,5.8%,39,42,8.9%,76
15760,30363,Atlanta,GA,Georgia,$363.7 K,0.94%,0.5%,$172.85,94,88,71,56,51,71,71,3.9%,1.24%,77,$77.66 K,5.8%,39,42,8.9%,76
15761,30456,Sardis,GA,Georgia,$219.5 K,0.3%,6.7%,$97.93,42,46,67,80,57,24,13,2.8%,0.46%,54,$58.91 K,5%,40,31,10%,45
15762,30582,Young Harris,GA,Georgia,$363.1 K,0.38%,4.8%,$163.61,75,50,68,80,66,25,17,3.3%,2.25%,62,$27.5 K,5.8%,39,35,7%,32
15763,30609,Athens,GA,Georgia,$308.5 K,0.95%,7.4%,$160.58,90,68,68,70,63,67,54,2.9%,0.77%,79,$47.8 K,5.8%,40,37,8%,41
15764,30665,Siloam,GA,Georgia,$261.5 K,0.68%,2.6%,$150.55,70,78,62,76,53,47,31,2.3%,2.08%,94,$59.91 K,4.9%,31,36,9.5%,45
15765,30707,Chickamauga,GA,Georgia,$232 K,0.87%,6.8%,$147.23,80,30,65,72,54,30,25,2.7%,1.36%,49,$71.32 K,5.8%,39,33,7%,56
15766,30815,Hephzibah,GA,Georgia,$203 K,0.96%,3.6%,$114.67,34,51,72,69,55,30,20,4.5%,-0.07%,47,$63.84 K,5.8%,38,35,8%,54
15767,30828,Warrenton,GA,Georgia,$594.9 K,0.66%,3.7%,$241.21,88,55,66,86,40,51,43,2.5%,3.07%,79,$83.74 K,5.8%,35,64,5.3%,84
15768,30909,Augusta,GA,Georgia,$164.4 K,0.96%,1.9%,$101.24,71,52,70,69,61,61,51,4.5%,-0.07%,49,$50.49 K,5.8%,40,36,8%,44
15769,30912,Augusta,GA,Georgia,$164.4 K,0.96%,1.9%,$101.24,71,52,70,69,61,61,51,4.5%,-0.07%,49,$50.49 K,5.8%,40,36,8%,44
15770,31022,Dudley,GA,Georgia,$406.1 K,1.36%,9%,$243.05,80,100,59,83,55,20,10,2.8%,-0.03%,71,$87.31 K,5%,46,56,6.25%,55
15771,31033,Haddock,GA,Georgia,,,,,,,,,,,,,,,,,,,,
15772,31044,Jeffersonville,GA,Georgia,$140.5 K,0.75%,4.6%,$64.43,47,49,71,64,53,64,54,3.2%,-0.31%,60,$69.01 K,3.2%,34,33,7%,53
15773,31066,Musella,GA,Georgia,,,,,,,,,,,,,,,,,,,,
15774,31324,Richmond Hill,GA,Georgia,$399.9 K,0.93%,6.4%,$173.98,89,40,70,72,50,49,35,2.4%,0.88%,95,$83.52 K,5.8%,39,49,8%,58
15775,31328,Tybee Island,GA,Georgia,$687.9 K,0.76%,10.2%,$378.82,90,65,75,83,54,42,37,2.7%,0.91%,76,$101.29 K,5.8%,35,61,7%,51
15776,31524,Brunswick,GA,Georgia,$263.7 K,1.33%,5.1%,$160.21,84,61,65,76,57,55,47,2.3%,2.15%,64,$81.78 K,3.2%,30,44,6.75%,53
